Date,S&P500,Eurostoxx 50,Hang Seng,MSCI EM,SMI,US T 10-year Yield,German Gov 10-year yield,Oil futures,Gold,EURUSD,USDJPY,US IG Bonds,US HY Bonds,USDCHF
2006-03-22,0.10016912216213766,0.11600338817893814,0.113726425322299,0.13071988638214524,0.09677966097888095,73.6462344252572,52.24413537685252,0.30614900592184835,0.14812974039826776,0.08513008336134087,0.08671783803299259,0.03662475652113736,0.024938153726677667,0.09406714191255203
2006-03-23,0.0998779847041982,0.11574686081356203,0.11348615131781252,0.13031786079798952,0.09684742369274257,73.71200794942624,52.087830743406634,0.3077955061832758,0.14812852554232325,0.08548934184549777,0.0867737067192025,0.03667533984031755,0.024871653126984278,0.09441384968443411
2006-03-24,0.09981324497814992,0.11559000320179166,0.11269264765976778,0.13032088250563806,0.09684568542218948,73.66083386587987,52.24584544759379,0.3073710049404248,0.1486805462993567,0.08541542664473635,0.08575964158136123,0.03670315644034292,0.024880780136090228,0.09420961192150977
2006-03-27,0.09972085790805708,0.11618581292190079,0.11281379273663207,0.13011920360231477,0.09725723276093295,73.73560412944809,52.24045653327288,0.30688855392517234,0.14882190435722764,0.08506405750148095,0.08542270390244415,0.03672494195895632,0.024892791049876333,0.09388722535325346
2006-03-28,0.09995173294113797,0.11621544760679994,0.11283067039932557,0.1304659646516938,0.0972762065416775,74.0975021488661,52.918725927452684,0.3083043229703841,0.14898205116072485,0.08505106659431196,0.08592164027442106,0.03696658496629269,0.024882693956674935,0.09388817244254995
2006-03-29,0.10016074348946274,0.1161259308122139,0.11308683917932161,0.1304441092131349,0.0971525872291735,73.70275981793964,52.812822902664465,0.30640841469996766,0.14993846531795632,0.08507844347710364,0.08577587156009556,0.036848063578197615,0.02492195127624138,0.0938750004359764
2006-03-30,0.09985831303406088,0.11638673639196961,0.11327401230980386,0.13069266523450856,0.097274622912766,73.85550812821286,52.86804252399286,0.30583998331481466,0.15162789495655263,0.08592216672070153,0.08581079985352329,0.03692626364917677,0.02492027880948545,0.0944701548876253
2006-03-31,0.09973925273349767,0.11630114868880718,0.11285422874552059,0.13073837296745666,0.09723590337477019,73.85774966284167,52.873657951566734,0.3050934026978587,0.15185631971622976,0.0860067369994338,0.08588216700846557,0.036928834657580845,0.02490579000108734,0.09460881687895142
2006-04-03,0.09971737768263977,0.11638365919933871,0.11390601831628656,0.1317472562325845,0.0974069255965596,73.86832331953843,53.09551942741426,0.30495613228600915,0.15198451259741014,0.08601644947540305,0.0858807997705138,0.03693342401896115,0.02485587558883125,0.09459812116539924
2006-04-04,0.09985085091030768,0.1165680943388997,0.11385683634406635,0.13188850439808222,0.09745958375951558,73.8366473617642,53.1061554343742,0.30501021991537125,0.15151586884713514,0.08650615117017046,0.0855040996896566,0.03692769472683925,0.0248379325440791,0.09496317030334638
2006-04-07,0.09983985570300367,0.116744190905478,0.1138088044629808,0.13189685932455542,0.09739492566745526,73.68722729033219,52.704493786949875,0.30512089384279556,0.15181733371170872,0.08684782698803278,0.08552572926657588,0.03667512160883142,0.02477366012954357,0.09506231163664189
2006-04-10,0.09983360493491171,0.11676196579346715,0.11288259753462707,0.13197741077398217,0.0973204103251145,73.68573244621703,52.68202555647477,0.30461737672099765,0.15276543676560575,0.08642818942383727,0.08524672102983895,0.03661571528337764,0.024695642412320747,0.09447796484283057
2006-04-11,0.10015095284461412,0.11769874479330733,0.11289383262571004,0.13199403469854812,0.09791638873618998,73.67633900434855,52.674689447271795,0.30462513671808844,0.1531799291176795,0.08647465613910972,0.08473659644103095,0.03664650690785813,0.024686925761329522,0.0945127148526022
2006-04-12,0.1001071118012269,0.11770942252668583,0.11337955378003065,0.13210904389363104,0.09819518461387503,73.84512826804709,52.629900383172135,0.30464765822498446,0.15335615713974057,0.086445670703657,0.08450294831912215,0.03669854994530244,0.024680462058199234,0.09425124307496402
2006-04-13,0.10010892517179618,0.11753461615391393,0.11357206549612205,0.13210782625035905,0.09785842886268004,73.93246508824069,52.92031143662888,0.30400041855543497,0.15339543641188133,0.08644634319451634,0.08399050748028235,0.03668927101222375,0.024705864390782643,0.09423139258335345
2006-04-19,0.09978809480846261,0.11822315181612628,0.11402189596301016,0.13259591511695928,0.09839478497832098,73.9844328705123,52.87002630295254,0.30374343047200963,0.1561424981948053,0.08643233687996059,0.08399006338880949,0.036753393666959094,0.024707598427957073,0.09420015351004762
2006-04-20,0.09979151181935979,0.118613476721023,0.11391041852694636,0.13254959128733448,0.09836775794635351,73.52279554357179,52.16072158716765,0.303305290322271,0.1625730567468506,0.08658703694724339,0.08401465197064083,0.03654762093999805,0.02470702434214994,0.09459237089204653
2006-04-25,0.09977386335996147,0.11846338389321129,0.11376629998922992,0.1326813063064836,0.09814777167997828,73.9947381864609,52.34741134099736,0.3033726063108573,0.16316995793024616,0.08660282103822725,0.08369323037759732,0.03678060920931539,0.02470847777475757,0.09449611100491376
2006-04-26,0.09951030088765381,0.11850440530332877,0.11368139094850406,0.13263218494814183,0.09816103262893802,74.05418580377335,52.28154397717653,0.3036370868865242,0.16360034605877302,0.08661464144286121,0.0835471188843955,0.03680657575724362,0.024726085422250257,0.0943954373571338
2006-04-27,0.09913963183803118,0.11806134076006047,0.11356941599126702,0.13269044818800876,0.09786722400224124,74.13176120343783,52.35775912163389,0.30393481988188786,0.163820712337208,0.08678093456060337,0.08371801197103598,0.03683987520222627,0.024725687836492385,0.09460481172873096
2006-04-28,0.09892217544225668,0.11826116507004243,0.11368571364703882,0.1322514805982661,0.09797731422543134,73.32887196015109,52.37995837952365,0.30415843355225586,0.16679327857073084,0.0871473788278243,0.0835509196334553,0.03665196774770713,0.02475196197438122,0.09603038856523964
2006-05-03,0.09885854305613921,0.11861094222528361,0.11356448989949927,0.13222385393498368,0.0988320399119404,73.38279275490942,52.39887319733689,0.30581715313627966,0.16663827249097257,0.08710816864201705,0.08353573563298745,0.03668280790164543,0.024757782223560402,0.0960231109135727
2006-05-04,0.09891100986322868,0.1187160280670502,0.11246468167295169,0.1317158479706978,0.09867670967652162,73.38121625052558,52.301755091558476,0.30644640753345376,0.16758267779135141,0.08715742054390536,0.08347352732174734,0.03668303486660882,0.02474829073382507,0.09595054849288949
2006-05-09,0.09891109728619694,0.11873809303850882,0.11293121987610656,0.1317111207845499,0.09863713924445602,73.38541499687098,52.289128774993,0.3065742174334125,0.17019358122699518,0.08719221788875615,0.08351099657523638,0.036684131750140396,0.024750631028535326,0.09593684443910032
2006-05-10,0.0984709267655378,0.11864285906676075,0.11230888471997104,0.13167413660826655,0.09865031331404393,73.03126119923319,52.0735011489754,0.30722470160628773,0.17014951651411647,0.08667936637933461,0.08351216914153381,0.036437218445079605,0.02473516520127445,0.09542469400279285
2006-05-11,0.09928707692507463,0.11883468612623915,0.11232063841776802,0.13188424125360168,0.09868653507070127,73.0727423633057,52.6048897186445,0.30766137149973927,0.1703210751704721,0.08676235167601332,0.08344764719859396,0.036443239213258316,0.024677426461492,0.09540180857986749
2006-05-12,0.09981535264062362,0.1209768018963328,0.11305531772235727,0.1333618127557201,0.10021467304557413,72.7346984250303,52.46505002478868,0.3078788637678827,0.1698693956001846,0.08650380086892386,0.08354295137761518,0.03637348789988118,0.024720561328566915,0.09565961891886784
2006-05-15,0.09931636740613761,0.12134672161125254,0.115733259275888,0.14070779477771359,0.10105396852990008,71.7582300095509,52.607507076431645,0.3100673449481121,0.1785615092446087,0.08703070519217714,0.08333146278131076,0.03578911258286203,0.02460000372626316,0.09635020315897462
2006-05-16,0.09931813661238097,0.1210683301771537,0.11573549733316071,0.14038856653693962,0.10103708577554736,71.77738482357505,52.75269974775968,0.30926316087544947,0.17944378212081558,0.08714410399823568,0.08360367755045466,0.035755669884549944,0.02458092309161026,0.09633490155525706
2006-05-17,0.10047773953374156,0.1258601240373321,0.11643988113195446,0.1403246315143171,0.10535217466214569,71.5128842708298,53.654285110855454,0.3090293118435271,0.17946515006398772,0.08756078622501809,0.08428951437915347,0.035693765764918436,0.024786457031384847,0.09647553690626376
2006-05-18,0.10054248729960735,0.1258601786491354,0.11846476683627859,0.14306017906661023,0.10562985652359104,71.92068330080166,53.85045694464814,0.30908109498615854,0.17936581497194484,0.08766999982936452,0.08393269743261643,0.03595387732099951,0.024770790030856173,0.09642734835798972
2006-05-19,0.1003463326289329,0.12574880743039213,0.11827942398097624,0.14211769723871487,0.105361756302206,71.83705023214554,53.69865304312029,0.3093432057041989,0.18333669176965064,0.08769825620735701,0.08423234979890479,0.03592884184123711,0.024770786635460975,0.09670688743675833
2006-05-22,0.1000935828192366,0.12688877246008282,0.12257211445870386,0.15003335589692549,0.10765583000883909,71.75854316755537,54.03297207921419,0.308447793888129,0.1833084175234366,0.08757984088112342,0.08414938898794302,0.03593276173709745,0.024471053319494007,0.09665378051949153
2006-05-23,0.10017235291000304,0.12882043381565186,0.12260820621063594,0.1509346911090687,0.10919089714895952,71.67731818526069,54.04064391936052,0.31058856044794364,0.18358550501154097,0.08761907982746435,0.08415807658735745,0.03592101482070213,0.024361363163899533,0.0966668886933278
2006-05-24,0.10018404580517433,0.12938664062863592,0.1226462205001263,0.1522361674050497,0.10976067972162869,71.59497229949716,54.158927999654004,0.31165257297708104,0.18800306218106194,0.08766579151874583,0.0845500771721951,0.035878075865266264,0.024367898636693013,0.09677447608669067
2006-06-02,0.10008050766087782,0.12932331475810843,0.1237560725785919,0.15326447978428298,0.10990341380508226,72.42347248876366,54.50657001957469,0.3129407280824743,0.1873951946818556,0.08717401299937194,0.08491658349713735,0.03646210222490483,0.024125377876921688,0.09658628419231324
2006-06-07,0.09973842100909915,0.12959394087857962,0.1240992721073413,0.15515959779485305,0.11009208082801492,71.48506499911933,54.35517949421747,0.3136284916841952,0.18725734308554248,0.08708615027416541,0.08485530332605422,0.03612575531990536,0.023836874207461365,0.09640459060563616
2006-06-08,0.09974578496321318,0.13264621007958502,0.12570459102265702,0.15950539934386157,0.11362474053725027,71.29352900291354,54.72208196861732,0.31111412416686024,0.18851296816351162,0.08738186553240644,0.084981260464158,0.03614555919305807,0.02329513159476693,0.09650466583421373
2006-06-09,0.09984360177052419,0.133471944703,0.12618841360724262,0.15993083808490718,0.11422923097472405,71.3210083207499,54.62720707658447,0.3110578308568345,0.1887954942669385,0.08731017153512236,0.0849498944846286,0.03614271058653678,0.023280254667535128,0.09639805598952632
2006-06-12,0.0997161903826955,0.1339051903993593,0.12619047010395656,0.16073794291149002,0.11501059643524081,71.27065007247386,54.57559397906104,0.31152763677748274,0.18889685912127752,0.08740912070797235,0.08501452013810777,0.03612631384523719,0.02310764872513213,0.09641457616184518
2006-06-13,0.10024021087144619,0.1355755777767405,0.12858840928465573,0.16602113579923664,0.1176899111391221,70.98666336781612,54.5402267566,0.3114620241665711,0.20257418456089152,0.08743353090693105,0.08539305854580052,0.03604944337121099,0.023177980116108915,0.09647801655620215
2006-06-14,0.10017281931788856,0.1355763066566519,0.1285702873658758,0.16594815441275332,0.11766117475375877,71.58931678184159,54.6259205434482,0.30974698507464127,0.20255363595980055,0.08748692175089845,0.08538965328716933,0.036426751593640574,0.023552099071254738,0.09657112260487043
2006-06-15,0.1023316712008016,0.13734586447803898,0.12911013697870746,0.1671690409739817,0.11918779850853396,71.65215777035219,54.772734369199405,0.309777463338648,0.20466955157202588,0.08738110355094282,0.08516660879067674,0.036518123149541885,0.023569638475874472,0.0963928178920515
2006-06-16,0.102222541619126,0.13754137452033305,0.13161630116886847,0.16903460449443777,0.11923296650766178,71.49027721762882,54.626313289344814,0.3082653530253344,0.2047511407910902,0.08737341414571362,0.08524575132334253,0.03650601576968055,0.023500945692709014,0.09638977064965766
2006-06-19,0.10228855464727088,0.13774920361897697,0.13164693824960866,0.1691894119961551,0.11956496113010998,71.4802798955366,54.66306356149716,0.3081894854612561,0.20671413614199577,0.0873425221013038,0.08520539138361863,0.036502861080246855,0.02348955661038242,0.09633925870855894
2006-06-20,0.10228854557615208,0.13789304016499446,0.1320721347871007,0.16968853490200578,0.11963383864194717,71.3664614948426,54.64178457475502,0.3080910908024071,0.20748629908310373,0.0872897944519739,0.08528411749376047,0.0364968281316857,0.02353884757475097,0.0963026301763324
2006-06-21,0.10260128773000145,0.13783366146767978,0.13210123316190991,0.16983008451862028,0.11958185923785682,70.93447749023588,54.65998048056228,0.30680672850836954,0.20839179005282205,0.08743223057437786,0.08528046395046272,0.036202195445690616,0.023646258741017726,0.09628812309827578
2006-06-22,0.10205276112517238,0.137836821000703,0.1321255107935584,0.16990962991402414,0.1197366265296037,71.12968606034934,54.7441146393783,0.3052255464946403,0.2087702538181288,0.08767820617653169,0.08580560699264356,0.036271654793835914,0.023649524804889133,0.09654668936408607
2006-06-23,0.10155662183925937,0.13783011892647212,0.1321129107172428,0.16872566856750343,0.11971075886643061,70.92989202353371,54.75061316034967,0.3046858563619003,0.20843622843819976,0.08749769949878843,0.0855466999852959,0.036301097569073175,0.023248636622893247,0.09596379686373491
2006-06-26,0.1002420733585482,0.13637600891137622,0.1317199290779683,0.16809633813130506,0.11973693816596456,70.5838443277193,54.60183548423078,0.30471683210914635,0.20845324951919098,0.08726480150025823,0.08550207227400305,0.03615066648703489,0.022999122280815194,0.09537455251378513
2006-06-27,0.10062722455312524,0.1347629816587075,0.12996896067954147,0.16728608123296024,0.11891440874324273,70.6227224446781,54.5043380707067,0.30471325825927364,0.2087072073662876,0.08692060793195387,0.08544759043872224,0.03619099752056411,0.022882860074306555,0.09480993945872915
2006-06-28,0.1006023367773005,0.13473205956014878,0.1298492329719033,0.16686788253780596,0.11865876199258552,70.45994969594719,54.47242951887895,0.30240688935014576,0.2081878247821141,0.0868865241007038,0.08512726384941341,0.03608233665129302,0.022845011426765396,0.09463111638906288
2006-06-29,0.10192720755373019,0.13632143607271738,0.1299976396678331,0.16812197699318204,0.11895738632708612,70.59676616410071,54.56043361571326,0.3029551985332742,0.21068994966712545,0.08729688792026863,0.08589595686746052,0.03620982605683499,0.02293104970379049,0.09491215716257027
2006-06-30,0.10008707076784591,0.13748723403288618,0.1321346388180617,0.17112126743960615,0.11974768084788492,70.04384032966439,54.48132067772253,0.301177462957925,0.2121957698517684,0.08779467119218261,0.0861481375344797,0.03629883326615168,0.02336655764970439,0.09545411142316262
2006-07-03,0.1001421114398051,0.13727510779443422,0.1320103764603325,0.1717058602729453,0.1200265872203366,69.85562846818637,54.48482189319388,0.3003685137061232,0.2124699948494548,0.08778930961766218,0.08567744980852939,0.03613768632425609,0.023384346902389226,0.09544467244995226
2006-07-06,0.09981031391617515,0.13772696660109274,0.13234601347491987,0.17170677511577337,0.12010327665819712,69.99242748739123,54.50606896286735,0.30001253726715,0.21257671645776746,0.08777895098931322,0.08578685720272296,0.036217440810401236,0.02337328257870138,0.09538165415882705
2006-07-07,0.09963396378324378,0.13776039012403365,0.1321425360196805,0.17169581723424124,0.12030648497930346,70.19566809655664,54.730369509199704,0.30025891496521123,0.21264237556733184,0.08778571841433515,0.08630561522187133,0.036353294675752774,0.02327302917341362,0.09544562768440468
2006-07-10,0.09956755397932995,0.1370706058904956,0.13237771585707855,0.17150977372182258,0.11970466339584593,70.05859729526497,54.64002699304592,0.29633004226679815,0.21251970423323352,0.0879160685306506,0.08632917083136234,0.036323808725461544,0.022974017288412113,0.09548751650231202
2006-07-11,0.09895957214179009,0.1377024276460835,0.13251315832904492,0.17110737968073322,0.11982053056862882,69.63397154569829,54.744332967274914,0.2964097461527606,0.21412197166978428,0.08792936578380055,0.08630733741049477,0.036234702753114904,0.02287096659893758,0.09556642810974758
2006-07-12,0.09890107769911986,0.13773285254697062,0.13251905806301537,0.17111013825516755,0.11985968968765816,69.44802463352025,54.85161148834659,0.29383052043569474,0.2145346549224208,0.08809478434721654,0.08595247999741919,0.036166428897928544,0.022764508117249376,0.09577309122711568
2006-07-13,0.09900523126718547,0.13897434699517838,0.1331948060833983,0.17224798387115742,0.12048868590587704,69.51835210419544,54.879987498982146,0.29446341857255703,0.2148384103932917,0.08792083859512713,0.08579467695816982,0.036199154689150546,0.0227264268935171,0.09566798512400876
2006-07-14,0.09892227646427834,0.13979846287951875,0.1336071996532132,0.17308602289503525,0.12093908580887322,69.48395617505582,55.20250730491318,0.293762577973831,0.21489319860815206,0.08795706542941731,0.08584076819441984,0.03619595651973252,0.022774550887940254,0.09572723041402413
2006-07-17,0.09834226904077037,0.13958653129549,0.13359421016654574,0.1739066782353473,0.12001086884105944,68.97528969165579,54.89889693301807,0.29464170983307386,0.21748622538677675,0.08856356081297788,0.08634364035364168,0.036065281069129776,0.022752536271624945,0.09629847426015445
2006-07-18,0.09827201631156911,0.13952402748338727,0.13346708056420906,0.17373279433179137,0.12016235589421576,69.28042847817521,54.78984114986173,0.2938931372031691,0.2181227579806946,0.08842201001544178,0.0863306112930918,0.03621762671151765,0.022472190140620588,0.09630539068159247
2006-07-19,0.09945241429313828,0.14175290566749404,0.13348873615762566,0.1741520998229947,0.12146434819027717,69.70568294951421,54.87777799736681,0.29158504678937325,0.21820977758783855,0.08814736547763327,0.08592782357718763,0.03645756351970831,0.022430285696615728,0.09600502653637756
2006-07-20,0.09971616732327396,0.14175427888667824,0.13515348946223177,0.17486557503105132,0.12163215564162988,69.5284209795132,54.82237743594375,0.2916289000808653,0.21945579547057426,0.08805623392187083,0.08580398907523892,0.03649758473126041,0.02221229956865831,0.09583861472528654
2006-07-25,0.0994190357984628,0.1407325776641183,0.13522522746215587,0.17497750993167183,0.12137186380282328,69.49616560548195,54.76601295784453,0.28994115486146416,0.21943351788165927,0.08800813550856475,0.08574803344431262,0.03641482107839799,0.02204948179007865,0.09585350064746616
2006-07-26,0.09931502508750391,0.14067076417988594,0.13515224536924025,0.17475382781368232,0.12138188112662096,69.55527299632757,54.751030844049374,0.28986119350618433,0.21954834311431048,0.08864823308105127,0.08598165458072261,0.03643878487996794,0.02173310382895762,0.09638153613284223
2006-07-27,0.0993905493494489,0.14107712726271138,0.13624759119898558,0.17583010944323627,0.12146706634501356,69.55190363178288,54.826132644179104,0.2899543329814413,0.2198557548491313,0.08839356670906721,0.08597726641948195,0.036438794373505064,0.02165180904836288,0.09587544705616086
2006-07-28,0.10004394868267366,0.14113310458974468,0.13624176715257297,0.1757992128929583,0.12191973745707949,69.36176827623704,54.75588563754751,0.2863068842402697,0.21985203055491342,0.0885035317192624,0.0864208901194176,0.03635692646488199,0.02130720014883725,0.0959379617872783
2006-07-31,0.10005632342450145,0.1412283344587282,0.13623977532642453,0.17577756377039697,0.12177600015333591,69.31150315870772,54.62020991059336,0.28655297444130745,0.21985986498165117,0.0885038400100691,0.08642033533555059,0.0363361822545363,0.02122450106958172,0.09593646955908251
2006-08-03,0.10000243940889549,0.14144017648509394,0.13568666724548883,0.17573310161674188,0.12243991426527015,69.08057116981185,54.75506634857311,0.2853960476979954,0.2201223219769646,0.08850360003177614,0.08646225932263399,0.03632229951171272,0.02078684733940334,0.09592536394912084
2006-08-04,0.09980702420887223,0.14182072584000427,0.1360697054413108,0.17590819284852083,0.12265395934943568,69.41705083201943,55.17424012080598,0.2855435968749634,0.2200627008812687,0.08835894606722501,0.08659239728214074,0.03644880366166088,0.020657619382933784,0.09580761431208085
2006-08-07,0.09984487660540041,0.14279280350780518,0.13574340059236897,0.17563849296959913,0.12335572247157718,69.45110167237094,55.1673802227135,0.28658368991420574,0.22001185154443523,0.08821689630140384,0.08679032799830635,0.036430595140105576,0.020564842513175426,0.09570684045593505
2006-08-08,0.09949934539608699,0.1419644506169478,0.13583144843380238,0.17564873419317462,0.1226813240698157,68.73971224439524,55.04959697845235,0.28237554581680124,0.22019540671423665,0.08760871795609358,0.08678594645131966,0.03595356554239515,0.020207791800542486,0.09541642330034529
2006-08-09,0.09958123171930591,0.14232987827450647,0.1367578953811528,0.1756863594836523,0.12313817134471818,68.74315794131842,55.078376607531794,0.28182368581691547,0.2199860051470063,0.08735947409035873,0.08667022097292164,0.035898967690641034,0.019409118666526882,0.09533082712303237
2006-08-10,0.0994474924402766,0.14249724297475122,0.13698950176922983,0.175661721228014,0.12321075998327681,68.41469573439839,55.04807135007129,0.282306332860514,0.22113257734879493,0.0874866343359957,0.08647893782390076,0.03566549286932448,0.019396805383998236,0.09552560642761918
2006-08-11,0.09952166391654514,0.142402335025429,0.13697291976295675,0.1756499140475973,0.1231329190866306,68.46794852847017,55.19661199834287,0.28219655622555373,0.22111601278878945,0.08767280130459448,0.08661002573669209,0.03569352324491777,0.019137513204216267,0.09577788889373001
2006-08-14,0.09952794807878103,0.14244114634499921,0.1369603417693125,0.17564869371091907,0.12314370436366719,68.29443236189532,54.91687706392428,0.2820953770234742,0.22132055483473848,0.08765477231503119,0.08659735796401953,0.03557698899019492,0.01908636038256544,0.09572744239684697
2006-08-15,0.10042498132927564,0.14292772557022243,0.13692115211715128,0.1756526455632548,0.12413293890164431,68.58020752188672,54.95540350595183,0.281255442746097,0.2213061541265172,0.08770528827111497,0.08656639988473427,0.03577418383555211,0.01908529177223941,0.09552172313625369
2006-08-16,0.10057737400475253,0.14305220815625522,0.13724501151864457,0.17604135615789937,0.12418262630629519,68.94901129794518,55.10158239533698,0.27973715231436186,0.22138392335912102,0.08779760781328523,0.08658960252469448,0.03584084892513075,0.01898882375178522,0.09566754770054328
2006-08-17,0.10055822140589418,0.14292915963668718,0.1373328298992993,0.17597481809812845,0.12419087727132873,68.20060009550123,55.10588720618575,0.28056626370828047,0.22269390904368186,0.08730035316319411,0.08587350946275797,0.035568877970425114,0.018995542877953714,0.09500053176459443
2006-08-18,0.10059972589045471,0.1428795705235793,0.13736892541289927,0.17620480562115606,0.12421209444320021,68.13118182047783,54.98613044971122,0.2783257782176376,0.22266677944119703,0.08729534328307306,0.08551755324785335,0.03557881993790482,0.018992798868874443,0.09499078123756424
2006-08-21,0.10064072304204427,0.14293886270589715,0.1386917210280054,0.17636517098731017,0.12427581158713663,68.18866154535256,55.138823351949036,0.27876544486685295,0.22353247293895664,0.08718134836869905,0.08551214256361522,0.035535269997058444,0.018956782038735104,0.09507407736225645
2006-08-22,0.10062232517444018,0.14288764701480877,0.13890168002308295,0.17629575231566016,0.12426958099416721,68.18345385561885,54.63437143257585,0.27856874717716085,0.2235737997637939,0.08723311828351289,0.08564586540742965,0.03553546995342956,0.0189202383658126,0.09526866185256161
2006-08-23,0.1006635172204475,0.14314636095689504,0.1388141588923737,0.1765120615531123,0.12427172093469642,68.09801397376684,54.63437143257585,0.2781746785510845,0.22313847910555923,0.08724228908352723,0.08560578860689669,0.03546122190459401,0.018914309115389914,0.09526893563076778
2006-08-24,0.10057097379967064,0.14315681862916133,0.1393128654428237,0.1764967678397366,0.12428474588744517,68.10421586016768,54.61905852158979,0.2762779483993069,0.2231173157616263,0.08607045538207574,0.08554616895729332,0.03546492248175107,0.01891374042070413,0.09465579924932217
2006-08-25,0.10057129643388875,0.14305008087842072,0.13934908650464944,0.17648685994242913,0.12418467110863698,68.03497820798493,54.64142584456122,0.27582130008391775,0.2231198230776839,0.08536753468650694,0.08555837775733575,0.03546283933168489,0.018914426051310097,0.0940692066533467
2006-08-28,0.10067895340208055,0.1431215058100413,0.13936216776314686,0.17644122078631003,0.12390273626553404,67.67143719143118,54.09551387605015,0.27692603608914484,0.22351265144499316,0.08536296735795655,0.08493600643882479,0.035339910230876605,0.018875559188450408,0.09400528791502011
2006-08-29,0.1006956284305097,0.14312367934717996,0.1390998223487242,0.17638174128136244,0.12399216049823295,66.92411537796774,53.63286551125343,0.2768802304502903,0.22350638476857126,0.0852924229750098,0.08485392325607675,0.034963936466725624,0.018851016464684487,0.0940841487559846
2006-08-30,0.10009138979509608,0.1431264204741834,0.1395351559919664,0.17645966162093527,0.12396811962577799,66.97390194867779,53.701493075758385,0.27592427398176766,0.22350216246723045,0.08494028779354437,0.08494048908301677,0.03498371175622592,0.018857774535298157,0.09391487764800137
2006-08-31,0.099787326722575,0.14281703275247246,0.1396290746121443,0.1764408676744704,0.12368001250805115,66.9324259937022,53.822137361122245,0.275839706502933,0.2238005634016413,0.08486130691464425,0.08495396664049838,0.03496825495421659,0.018869761322704744,0.09387363347162206
2006-09-01,0.09992632595075658,0.14252497154650323,0.1395608131016054,0.17652034152303286,0.12354933371701912,66.91172055037879,53.8046262766031,0.27591664178857295,0.22382872392890962,0.08467687038232001,0.08498831158269382,0.03495233544607319,0.01886882674859073,0.09377609984874143
2006-09-06,0.10003359739767022,0.14278872237739013,0.13981457984571893,0.17691759419827582,0.12374851559962162,66.59035754467997,53.76241226090532,0.27364792338205646,0.22372615184832007,0.08415375735973347,0.08484052601735842,0.03483644187752083,0.018824259835183696,0.09318277856796335
2006-09-07,0.10014257120865463,0.1429920039880995,0.1401696504015444,0.17741689271374264,0.12367604087919737,66.59770074874922,53.73952635841779,0.2732248071098419,0.22542213573260458,0.08436750346076939,0.08479984384135021,0.034821626110719275,0.01879567168043805,0.09337707269778826
2006-09-08,0.09994747564878873,0.1430114527000664,0.14006126182398268,0.1774194402978036,0.12373481424027152,66.28170248314218,53.55590146448191,0.2733587372504865,0.22561510899487933,0.08445609026429118,0.08479705257657276,0.03474137940414396,0.018750659199720947,0.09346696003574179
2006-09-11,0.09958243250264484,0.14295529123795137,0.14058495614758165,0.17862410400867368,0.124065698717563,66.2275411319377,53.573235795735606,0.2719446643837884,0.22841990007614818,0.08446720418403768,0.08493647615306936,0.034743951377648435,0.018749362965128923,0.09348728675088355
2006-09-12,0.10008037632744529,0.1424173970949193,0.14046039227030885,0.17862452956421104,0.12421216307589138,66.306777597607,53.55454567587881,0.2732160928619016,0.2284611778351684,0.08446948693673441,0.08495133031753604,0.034714945537067644,0.018766031452879178,0.09356283086652083
2006-09-13,0.09948796840110752,0.1414931411015193,0.1405418100049372,0.1788462479888348,0.1238927066685333,66.25332408709522,53.790626636470904,0.27271500435539237,0.2284793172170951,0.08446116425896728,0.08498254766901743,0.03455048830165702,0.01874481799410676,0.09355812359509265
2006-09-14,0.09931255803141562,0.14137534573855823,0.13994827044668798,0.17804357173910235,0.12382183516405994,66.31271521513216,53.56843149271435,0.2727077040721194,0.22988510874913337,0.08406942478945718,0.08489412371614465,0.03455372249413779,0.018517216071227798,0.09308905834421938
2006-09-15,0.09932340017126418,0.1413815902733712,0.13996457643197485,0.17756869544024392,0.12381638682756488,66.14593245904487,53.59240892907042,0.2711030394167475,0.22997410130511695,0.08307978277250987,0.08437756950816751,0.03450759010094955,0.018478926736944862,0.09228112115128011
2006-09-18,0.09932427970114362,0.1412070828274589,0.13978837128287233,0.17805138054805073,0.12347845251496689,66.15050116501388,53.818686308901356,0.2710929754458667,0.23023600455448073,0.0822214315016272,0.08391286494545311,0.03449392635872148,0.01847673283079647,0.0911932508069137
2006-09-19,0.09931972460792969,0.1413422085332062,0.13928339775879883,0.17794496505442609,0.12328033514014498,66.53508549025283,53.9440831193343,0.27065582559550166,0.2311979442048807,0.0822456565561126,0.08382780785303803,0.034743436248184954,0.018387078990991092,0.09119861110663462
2006-09-20,0.09944421791337771,0.14221663830283682,0.13957210882381355,0.17782027961584065,0.12392347120572057,66.52805428069075,53.94764468013275,0.27121480955424787,0.23121490232138553,0.08213616656144229,0.08384777127106625,0.0347435593990502,0.018385525883705598,0.09109568584530019
2006-09-21,0.09943657564041164,0.1422623159754265,0.13963095277993418,0.17788716620437928,0.12396064463024918,66.95566180844757,53.934590383543544,0.2716598925862284,0.23153815452588455,0.08244085754666869,0.08437171289383347,0.03496271982324112,0.01838501092916654,0.09139132151648278
2006-09-22,0.09925086984688473,0.14233041533367816,0.13964023152905514,0.1783381504748604,0.12436336474953714,66.99607227293278,54.2044304359381,0.2721004253074553,0.23168650045549788,0.08242278730349033,0.08416069509268086,0.03501355754787781,0.018382583972902253,0.09145088924639333
