,Rolling_average_correlation
2000-12-15,0.03050037230678716
2000-12-18,0.03056293355822674
2000-12-19,0.0305504581940223
2000-12-20,0.03177139449077765
2000-12-21,0.03181523665996292
2000-12-22,0.0322880268912495
2000-12-28,0.03240529727088089
2000-12-29,0.03263373620988865
2001-01-04,0.03276679896014933
2001-01-05,0.03133655778450037
2001-01-08,0.030896642882969113
2001-01-09,0.030577192306938734
2001-01-10,0.030318356922540916
2001-01-11,0.030076666449477533
2001-01-12,0.03122641193265621
2001-01-17,0.03162089103751652
2001-01-18,0.031552196330426684
2001-01-19,0.03134456182884033
2001-01-22,0.030729583583528067
2001-01-23,0.030209114024809174
2001-01-30,0.030273218127984045
2001-01-31,0.030409369453088437
2001-02-01,0.02992734489950254
2001-02-02,0.02940297173916195
2001-02-05,0.02911958160763272
2001-02-06,0.02935966222362745
2001-02-07,0.028963767152168803
2001-02-08,0.028396090937254027
2001-02-09,0.028421203835158417
2001-02-12,0.028437644620133363
2001-02-13,0.02830636617395836
2001-02-14,0.027475633952259677
2001-02-15,0.02717638451463524
2001-02-16,0.026817014195663028
2001-02-21,0.027084296655554743
2001-02-22,0.027391399702987616
2001-02-23,0.027488426518626166
2001-02-26,0.028584124702143932
2001-02-27,0.028410947586802966
2001-02-28,0.02860660535489663
2001-03-01,0.028169103647423237
2001-03-02,0.02827678388792872
2001-03-05,0.02911233170433641
2001-03-06,0.02937239442352777
2001-03-07,0.029553526862029597
2001-03-08,0.02939672808157085
2001-03-09,0.029328223630979294
2001-03-12,0.03064051910542053
2001-03-13,0.03032978052934102
2001-03-14,0.03265227065223118
2001-03-15,0.032736684419358494
2001-03-16,0.032660137073641
2001-03-19,0.032924425660628504
2001-03-20,0.03294867580117205
2001-03-21,0.03241067109046857
2001-03-22,0.03609763596251186
2001-03-23,0.03658445662412033
2001-03-26,0.038800889241486766
2001-03-27,0.03808689158049951
2001-03-28,0.038753676055908175
2001-03-29,0.038470589008611784
2001-03-30,0.0390540954289568
2001-04-03,0.04147963472408985
2001-04-04,0.04032985289905267
2001-04-09,0.040718038532949974
2001-04-10,0.041234462804346984
2001-04-11,0.042232678269718875
2001-04-12,0.041877723266706586
2001-04-18,0.04218892264435384
2001-04-19,0.04245835911331116
2001-04-20,0.041880984824980524
2001-04-23,0.04235759122862637
2001-04-24,0.04274511001023525
2001-04-25,0.04215224949488024
2001-04-26,0.04292160685396908
2001-04-27,0.04352258321901871
2001-05-03,0.043629538796204674
2001-05-04,0.04356021983636448
2001-05-07,0.043831932884514195
2001-05-08,0.044047313219492304
2001-05-09,0.04388825483610185
2001-05-10,0.0436810092326087
2001-05-11,0.0443341343936082
2001-05-14,0.043898728487177595
2001-05-15,0.04426482028981785
2001-05-16,0.0444284430614348
2001-05-17,0.04506257570650476
2001-05-18,0.046890256002730765
2001-05-21,0.04733729363601405
2001-05-22,0.04769389721942447
2001-05-23,0.04680633066892682
2001-05-30,0.04789904044888512
2001-05-31,0.04832156806074521
2001-06-01,0.04976088261700147
2001-06-06,0.049864304946202906
2001-06-07,0.05017283222200427
2001-06-08,0.050706129409143263
2001-06-11,0.05078118575826008
2001-06-12,0.0506496576888385
2001-06-13,0.05076769425511927
2001-06-18,0.051607421976255397
2001-06-19,0.051015684429861666
2001-06-20,0.051320058399436055
2001-06-21,0.04955121239262544
2001-06-22,0.04953222170411773
2001-06-27,0.05053658901515369
2001-06-28,0.049802894547870104
2001-06-29,0.05088687590075523
2001-07-10,0.05147725044358263
2001-07-11,0.05241238046390493
2001-07-12,0.05257416487422098
2001-07-13,0.052639736196689074
2001-07-16,0.05193408014488929
2001-07-17,0.05427571852192487
2001-07-18,0.05386744746313788
2001-07-19,0.05338901681679107
2001-07-20,0.053143733525556985
2001-07-23,0.053206761146766854
2001-07-24,0.05352797419442795
2001-07-27,0.05407063228100962
2001-07-30,0.054229693532539903
2001-07-31,0.05453785813141616
2001-08-01,0.05465797190361364
2001-08-02,0.05489065738178434
2001-08-03,0.054285615891726015
2001-08-06,0.05447896944204973
2001-08-07,0.054458859386078716
2001-08-08,0.054311358476334025
2001-08-09,0.05504670083091697
2001-08-10,0.05371808309290999
2001-08-13,0.05360502086506881
2001-08-14,0.05402530502894098
2001-08-15,0.05488601822927362
2001-08-16,0.05561352394698505
2001-08-17,0.055633023506096814
2001-08-20,0.056296670679426244
2001-08-21,0.05621651327546651
2001-08-22,0.05604692004519657
2001-08-23,0.056024322628296534
2001-08-24,0.05495531591253988
2001-08-27,0.05497209762872968
2001-08-28,0.05500070188546322
2001-08-29,0.055022889882930866
2001-08-30,0.0552359510788367
2001-08-31,0.055577071050043635
2001-09-05,0.055202538891635136
2001-09-06,0.055831917032093815
2001-09-07,0.057131287730989494
2001-09-10,0.056770358709671384
2001-09-18,0.05671121741637979
2001-09-19,0.055857947412679056
2001-09-20,0.060900267356199814
2001-09-25,0.060153243827944826
2001-09-26,0.06059099592169038
2001-09-27,0.06061007440222967
2001-09-28,0.05929827242812813
2001-10-04,0.06030280164205261
2001-10-05,0.06032540831272941
2001-10-10,0.06003736032319932
2001-10-11,0.06128574626687254
2001-10-12,0.06128319163560612
2001-10-15,0.06082402690012038
2001-10-16,0.061165394526631826
2001-10-17,0.06118265209089848
2001-10-18,0.0618667687159474
2001-10-19,0.061819010738619645
2001-10-22,0.06189517690978599
2001-10-23,0.06231285564340638
2001-10-24,0.062408611368377366
2001-10-29,0.06222481966627263
2001-10-30,0.06374351724223648
2001-10-31,0.06355898634453165
2001-11-01,0.0627321938087638
2001-11-02,0.06291724632091421
2001-11-05,0.06316081689682164
2001-11-06,0.06272447728310437
2001-11-07,0.06273527079069306
2001-11-08,0.06291920968213528
2001-11-09,0.062945623648266
2001-11-14,0.062087570524881515
2001-11-15,0.06069315470891569
2001-11-16,0.06094138201337373
2001-11-19,0.06111574092529584
2001-11-20,0.06064642527095916
2001-11-21,0.060624232879440056
2001-11-27,0.0598829005088987
2001-11-28,0.06084989223889802
2001-11-29,0.060638565535496194
2001-11-30,0.060225511698506394
2001-12-03,0.060716194972859315
2001-12-04,0.06053013832688717
2001-12-05,0.06165483749147218
2001-12-06,0.061556887158960086
2001-12-07,0.061568591303169266
2001-12-10,0.062448117374596
2001-12-11,0.06294537779018664
2001-12-12,0.06285302291197124
2001-12-13,0.06304536538394336
2001-12-14,0.06262263330471336
2001-12-17,0.06187419191950004
2001-12-18,0.06291632911670204
2001-12-21,0.06282064247231971
2001-12-28,0.06246434291928672
2002-01-03,0.06238841787789959
2002-01-04,0.0629504072287049
2002-01-07,0.06283945837383814
2002-01-08,0.06266835486449057
2002-01-09,0.0625388988944739
2002-01-10,0.06008793989326581
2002-01-11,0.06088464589854373
2002-01-14,0.06214782458908044
2002-01-15,0.062333309027295586
2002-01-16,0.06231630535424339
2002-01-17,0.06076222331215097
2002-01-18,0.06046755443047174
2002-01-23,0.06012303473636343
2002-01-24,0.06035057645327752
2002-01-25,0.06081389522635682
2002-01-28,0.060998784242892005
2002-01-29,0.060783366236124306
2002-01-30,0.06135115785105114
2002-01-31,0.06141726474720755
2002-02-01,0.061539539121416506
2002-02-04,0.06205000067126799
2002-02-05,0.06192854816632786
2002-02-06,0.062298419382249594
2002-02-07,0.061784993366150384
2002-02-08,0.06242310264538424
2002-02-11,0.06209382187110101
2002-02-20,0.062117908747919545
2002-02-21,0.062022217258109975
2002-02-22,0.06182225212903572
2002-02-25,0.06056504563009248
2002-02-26,0.0611551609180394
2002-02-27,0.06117111855930264
2002-02-28,0.060950246483937244
2002-03-01,0.06170647707377595
2002-03-04,0.062465022976913885
2002-03-05,0.06149478198753187
2002-03-06,0.0602111286865028
2002-03-07,0.059689002771382595
2002-03-08,0.05787573135006904
2002-03-11,0.05826161188229937
2002-03-12,0.05830337966972463
2002-03-13,0.05917054836719564
2002-03-14,0.059604137882144866
2002-03-15,0.059405782411133146
2002-03-18,0.06052263234684968
2002-03-19,0.06019833786581513
2002-03-20,0.060296708483194635
2002-03-21,0.0607248690165241
2002-03-22,0.06054912457016513
2002-03-25,0.06066211813000814
2002-03-26,0.06064782281729835
2002-03-27,0.06114627604022596
2002-03-28,0.05996871575981337
2002-04-03,0.060460652582272456
2002-04-04,0.0609294974163837
2002-04-09,0.06111813368077811
2002-04-10,0.061638998509390364
2002-04-11,0.060340685023858746
2002-04-12,0.06091297725207476
2002-04-15,0.06088120322634585
2002-04-16,0.06098912693176976
2002-04-17,0.062053334842317655
2002-04-18,0.06211258935112295
2002-04-19,0.061381599730759115
2002-04-22,0.061556723466416746
2002-04-23,0.06169160284463851
2002-04-24,0.06193165680239346
2002-04-25,0.061908503559811305
2002-04-26,0.06229320257099744
2002-04-29,0.062134300890152455
2002-04-30,0.06197546767472191
2002-05-03,0.06186565305459573
2002-05-06,0.06234669349276007
2002-05-07,0.06215234312588789
2002-05-08,0.06305540209928001
2002-05-13,0.06332962711619437
2002-05-14,0.06364775159970902
2002-05-15,0.06347745949227156
2002-05-16,0.06348502423492586
2002-05-17,0.06308947892818771
2002-05-22,0.06288265864968265
2002-05-23,0.0629954448782441
2002-05-24,0.06315828709033214
2002-05-29,0.06346678874748936
2002-05-30,0.06446742579012943
2002-05-31,0.06454727654540554
2002-06-03,0.06385545332965638
2002-06-04,0.06381752592740669
2002-06-05,0.06389871629195991
2002-06-06,0.0637681451597705
2002-06-07,0.06450220415383538
2002-06-10,0.06403161842421061
2002-06-11,0.06376641224424072
2002-06-12,0.06336393902971856
2002-06-13,0.0636835342321421
2002-06-14,0.06458903742965279
2002-06-17,0.06314077856990814
2002-06-18,0.0626836768576563
2002-06-19,0.06154322605330437
2002-06-20,0.06157597823899836
2002-06-25,0.05999764016054372
2002-06-26,0.06646765190368094
2002-06-27,0.06650587509648105
2002-06-28,0.0656083976626632
2002-07-03,0.06289663874486245
2002-07-09,0.062296845378557376
2002-07-10,0.061645347424005605
2002-07-11,0.06392410027681857
2002-07-12,0.06316243945375768
2002-07-15,0.06398589885289266
2002-07-16,0.06396890752806203
2002-07-17,0.06237586878462142
2002-07-18,0.06267184096010074
2002-07-19,0.06484119787234681
2002-07-22,0.06884640917146727
2002-07-23,0.06952813089640553
2002-07-24,0.06843447367921102
2002-07-25,0.06624333591682215
2002-07-26,0.06476434530002356
2002-07-29,0.06732565884681822
2002-07-30,0.06727371788969652
2002-07-31,0.06720775266335689
2002-08-01,0.06710472050694369
2002-08-02,0.06656398147192055
2002-08-05,0.06819306632924003
2002-08-06,0.0680151476010592
2002-08-07,0.06778575399504588
2002-08-08,0.06803752585539274
2002-08-09,0.06774564593785028
2002-08-12,0.06763253954395589
2002-08-13,0.06733982818236554
2002-08-14,0.06664089556692539
2002-08-15,0.06928885929066764
2002-08-16,0.06918627347810694
2002-08-19,0.0692319067433444
2002-08-20,0.06865634285535578
2002-08-21,0.0669634232044574
2002-08-22,0.06778381030010389
2002-08-23,0.06766742344572903
2002-08-26,0.0675156130843012
2002-08-27,0.06585479710631999
2002-08-28,0.06626999055768099
2002-08-29,0.06626226461991555
2002-08-30,0.06651750978104738
2002-09-04,0.06661715051239153
2002-09-05,0.065930232006378
2002-09-06,0.06580480449090881
2002-09-09,0.06590280821146052
2002-09-10,0.06650216700652924
2002-09-11,0.06656692707992078
2002-09-12,0.06658823265620066
2002-09-13,0.06579931013261736
2002-09-16,0.06561316997416201
2002-09-17,0.06509622602181737
2002-09-18,0.06508133360050766
2002-09-19,0.06597667586072717
2002-09-20,0.06489333260736467
2002-09-23,0.06471354789313044
2002-09-24,0.06486896877007765
2002-09-25,0.06455013923944573
2002-09-26,0.06448727908334102
2002-09-27,0.06435949861792077
2002-09-30,0.06610841128514486
2002-10-03,0.06650652555291642
2002-10-04,0.06668795533836495
2002-10-07,0.06705066662915807
2002-10-08,0.067393742774391
2002-10-09,0.06843372241252078
2002-10-10,0.06722144380971025
2002-10-11,0.06903894893960266
2002-10-16,0.06849165332123086
2002-10-17,0.06861861626503718
2002-10-18,0.06846820653334584
2002-10-21,0.06801922497682705
2002-10-22,0.06801234463089915
2002-10-23,0.06699042039792491
2002-10-24,0.06683770777921226
2002-10-25,0.06654363886681722
2002-10-28,0.06646551925040091
2002-10-29,0.06673177657284148
2002-10-30,0.06663617327022685
2002-10-31,0.06637433237611456
2002-11-01,0.0662943393208755
2002-11-04,0.06723768280614129
2002-11-05,0.06723066562242648
2002-11-06,0.06754497417250907
2002-11-07,0.06728457858509755
2002-11-08,0.06747079480126154
2002-11-13,0.06775700956338536
2002-11-14,0.06857862223500646
2002-11-15,0.0692420891026584
2002-11-18,0.06969481901620976
2002-11-19,0.06945596513096938
2002-11-20,0.06962807359299746
2002-11-21,0.07081361236549143
2002-11-22,0.07118403010469898
2002-11-25,0.07049721609328262
2002-11-26,0.07106092340889704
2002-11-27,0.07089035264708897
2002-12-03,0.07136186802709917
2002-12-04,0.06767061088454038
2002-12-05,0.0679540479683894
2002-12-06,0.06765222362581133
2002-12-09,0.06775228893393169
2002-12-10,0.06785084255649
2002-12-11,0.06683415069427216
2002-12-12,0.06673650861922689
2002-12-13,0.06689105980650682
2002-12-16,0.06722119531729458
2002-12-17,0.0672515790126948
2002-12-18,0.06696600677676752
2002-12-19,0.06686683558800222
2002-12-30,0.06713983392587125
2003-01-06,0.06626169175072062
2003-01-07,0.06577374655642021
2003-01-08,0.06555866639721168
2003-01-09,0.06557078280201147
2003-01-10,0.06560073779966222
2003-01-13,0.06574405554211421
2003-01-14,0.06477376071325812
2003-01-15,0.06499510786419338
2003-01-16,0.06569077068375308
2003-01-17,0.06649966419556455
2003-01-22,0.06648413897537656
2003-01-23,0.06649448872933263
2003-01-24,0.06632289456205137
2003-01-27,0.06682866402983427
2003-01-28,0.06685189030240866
2003-01-29,0.06774729889523692
2003-01-30,0.06961776785553349
2003-02-05,0.06931855223828341
2003-02-06,0.06950945369095345
2003-02-07,0.06990757068788309
2003-02-10,0.07008640564000697
2003-02-11,0.07090988105325793
2003-02-12,0.07051337428352246
2003-02-13,0.07076126476632288
2003-02-14,0.07080343646781968
2003-02-19,0.0705642380133892
2003-02-20,0.07075336247638392
2003-02-25,0.07136703380713427
2003-02-26,0.07167288273974706
2003-02-27,0.07146247605726641
2003-02-28,0.07097468170434074
2003-03-03,0.07041444259659314
2003-03-04,0.07037864893166791
2003-03-05,0.07027172778682028
2003-03-06,0.07041629598368086
2003-03-07,0.07053947835559339
2003-03-10,0.0708075892601829
2003-03-11,0.07173949245767312
2003-03-12,0.07168180872651453
2003-03-13,0.07013492702589698
2003-03-14,0.07000049191589088
2003-03-17,0.06944694463511578
2003-03-18,0.06844029579937941
2003-03-19,0.0685378025559111
2003-03-20,0.06865064424829093
2003-03-25,0.06836406484308326
2003-03-26,0.06828718432931288
2003-03-27,0.06778492610557396
2003-03-28,0.06773629725624539
2003-03-31,0.06855072153121254
2003-04-01,0.06837752622924109
2003-04-02,0.06911766775420046
2003-04-03,0.06896684057112618
2003-04-04,0.06939428940559261
2003-04-07,0.06922988265796438
2003-04-08,0.0697529621741169
2003-04-09,0.06912726797295174
2003-04-10,0.06905071858016522
2003-04-11,0.06983270941116636
2003-04-14,0.06958224578674081
2003-04-15,0.07065149829319389
2003-04-16,0.07026272929643229
2003-04-17,0.07094608462635786
2003-04-23,0.0694641216476524
2003-04-24,0.06961677887612536
2003-04-25,0.06966324974438806
2003-04-28,0.06980678204344506
2003-04-29,0.06942365033437659
2003-04-30,0.06970710730251849
2003-05-05,0.06939826821656044
2003-05-06,0.06925610818161607
2003-05-07,0.06934768812418231
2003-05-12,0.06908213815762645
2003-05-13,0.06863573681606853
2003-05-14,0.06867517317490206
2003-05-15,0.0689691828186925
2003-05-16,0.06992181063860761
2003-05-19,0.06902899874995651
2003-05-20,0.06880048322825702
2003-05-21,0.06860366689101152
2003-05-22,0.0684268953636719
2003-05-23,0.06862219999578527
2003-05-28,0.06899268898092714
2003-06-03,0.06765101858909899
2003-06-06,0.0679661070891906
2003-06-11,0.06838605974070142
2003-06-12,0.06849843986657272
2003-06-13,0.06788972042569187
2003-06-16,0.06883736866786143
2003-06-17,0.0696679095076081
2003-06-18,0.06843250069487634
2003-06-19,0.06817212333405906
2003-06-20,0.06796810464099835
2003-06-23,0.07013508995025576
2003-06-24,0.07037742465445172
2003-06-25,0.07011032528940037
2003-06-26,0.0693279300861884
2003-06-27,0.06938727547543147
2003-06-30,0.06932439963893514
2003-07-03,0.06922571086411904
2003-07-08,0.06848164682499171
2003-07-09,0.06850323039195473
2003-07-10,0.0684578843326058
2003-07-11,0.06831014766656762
2003-07-14,0.06835861163119615
2003-07-15,0.06732888965198405
2003-07-16,0.0673239885780175
2003-07-17,0.06715759159276907
2003-07-18,0.06730482997525152
2003-07-21,0.06710628232427145
2003-07-22,0.06708763880924623
2003-07-23,0.06688518865451132
2003-07-24,0.06717977399235335
2003-07-25,0.0661367247260301
2003-07-28,0.06666183077979877
2003-07-29,0.06625370277398154
2003-07-30,0.06627860084154999
2003-07-31,0.06628202039775197
2003-08-01,0.06672252943999311
2003-08-04,0.06667215153608326
2003-08-05,0.06670612784628632
2003-08-06,0.06696161368841586
2003-08-07,0.06678960334495115
2003-08-08,0.06594237701158324
2003-08-11,0.06629227496717614
2003-08-12,0.06643313938711504
2003-08-13,0.0663775991936042
2003-08-14,0.0662349972218872
2003-08-15,0.06626461457723114
2003-08-18,0.0659199126277741
2003-08-19,0.06575789011108804
2003-08-20,0.06594435633484949
2003-08-21,0.06604932487964987
2003-08-22,0.06604469472905204
2003-08-25,0.06584825898488436
2003-08-26,0.06625048626763799
2003-08-27,0.06650661598124483
2003-08-28,0.06580569242174604
2003-08-29,0.06588663942097056
2003-09-03,0.0666400070771725
2003-09-04,0.06311918995083611
2003-09-05,0.06333061932943414
2003-09-08,0.06402808454237857
2003-09-09,0.06414922010769514
2003-09-10,0.06440902093310931
2003-09-11,0.06367409815437204
2003-09-16,0.061738988005778046
2003-09-17,0.061928983548988285
2003-09-18,0.061263605182397436
2003-09-19,0.06117536830278021
2003-09-22,0.06191259085764771
2003-09-23,0.06214587456513704
2003-09-24,0.06003411975585747
2003-09-25,0.055946290315859584
2003-09-26,0.0558515085625089
2003-09-29,0.0560501734037925
2003-09-30,0.05705067044005939
2003-10-07,0.0583894811939532
2003-10-08,0.05676738131257825
2003-10-09,0.0564751790561429
2003-10-10,0.05649557187656703
2003-10-15,0.05683237985273952
2003-10-16,0.05640398168527219
2003-10-17,0.05403418261774659
2003-10-20,0.05489044164728064
2003-10-21,0.05532590873915865
2003-10-22,0.055704011605539554
2003-10-23,0.055347957599264364
2003-10-24,0.05525452897546835
2003-10-27,0.05565296551615166
2003-10-28,0.05640481458271327
2003-10-29,0.05437955920442316
2003-10-30,0.054487291420235506
2003-10-31,0.05423191733028
2003-11-03,0.05519066501070963
2003-11-04,0.05521482833038344
2003-11-05,0.054594860424543146
2003-11-06,0.05406810358879593
2003-11-07,0.0541864492036548
2003-11-10,0.054829511722339686
2003-11-13,0.05411325941767282
2003-11-14,0.054102169586878406
2003-11-17,0.05499033802736252
2003-11-18,0.05448529418708205
2003-11-19,0.053942346876158224
2003-11-20,0.05431253819061457
2003-11-25,0.054538683006031166
2003-11-26,0.05370254128423314
2003-12-02,0.05335496052079659
2003-12-03,0.05329432195203613
2003-12-04,0.05402850686988337
2003-12-05,0.05433688491583766
2003-12-08,0.054906822580626354
2003-12-09,0.05406611540956105
2003-12-10,0.053118893152441234
2003-12-11,0.053685818706731905
2003-12-12,0.053293781718898155
2003-12-15,0.05221573607079897
2003-12-16,0.05307321469791377
2003-12-17,0.053132109573756296
2003-12-18,0.05341752220007289
2003-12-19,0.050282440330385654
2003-12-22,0.049196189776035244
2003-12-23,0.04911750592382349
2003-12-30,0.048458788870972075
2004-01-06,0.047997360266552186
2004-01-07,0.04588961776947441
2004-01-08,0.047818257281710776
2004-01-09,0.0454591342385946
2004-01-12,0.045920144316726835
2004-01-13,0.04531692559298469
2004-01-14,0.045460231006615004
2004-01-15,0.046212142497502835
2004-01-16,0.04618506490250147
2004-01-21,0.047616757028669444
2004-01-27,0.047988063651744725
2004-01-28,0.048299022366220364
2004-01-29,0.04922070717698081
2004-01-30,0.04815791341180741
2004-02-03,0.04852962086472006
2004-02-04,0.04910068379456935
2004-02-05,0.049546093932540176
2004-02-06,0.04768101242805957
2004-02-09,0.0486330989270516
2004-02-10,0.04862456563378486
2004-02-11,0.049576159288460486
2004-02-12,0.04888042759064594
2004-02-13,0.04876263508341622
2004-02-18,0.04741148007363924
2004-02-19,0.046500790235180584
2004-02-20,0.04556738815264157
2004-02-23,0.04626977362857346
2004-02-24,0.04628690364679115
2004-02-25,0.0442304771141683
2004-02-26,0.043810593263179015
2004-02-27,0.04384798231165792
2004-03-02,0.04259760919199135
2004-03-03,0.04206446978089396
2004-03-04,0.04216405706479444
2004-03-05,0.04192231973495761
2004-03-08,0.04211223495193734
2004-03-09,0.041942063520725055
2004-03-10,0.042153327485245966
2004-03-11,0.04352050762084147
2004-03-12,0.04344725546684892
2004-03-15,0.04377151794627171
2004-03-16,0.04317731132357849
2004-03-17,0.041758994881695474
2004-03-18,0.04211404344723003
2004-03-19,0.042069576030938464
2004-03-22,0.04313056572912536
2004-03-23,0.04292755949764425
2004-03-24,0.04327099749203317
2004-03-25,0.04386630507211663
2004-03-26,0.04470039541060142
2004-03-29,0.044411342722647164
2004-03-30,0.04452620916816591
2004-03-31,0.04386112052427137
2004-04-01,0.0437788768293945
2004-04-02,0.04345997733154626
2004-04-07,0.043444808049319696
2004-04-08,0.04200613318890119
2004-04-14,0.04108782479396473
2004-04-15,0.04112445959297786
2004-04-16,0.04112637176556515
2004-04-19,0.03933976438289811
2004-04-20,0.03891277742278626
2004-04-21,0.039922763442802794
2004-04-22,0.04022911631123008
2004-04-23,0.040330478619591104
2004-04-26,0.03947415231638054
2004-04-27,0.039579652232099305
2004-04-28,0.040712672670295526
2004-04-29,0.04143881214259984
2004-04-30,0.04062293664408311
2004-05-03,0.040272136435255845
2004-05-04,0.03997169827593033
2004-05-05,0.04053500470689454
2004-05-06,0.04071126716541948
2004-05-07,0.03879968771400339
2004-05-10,0.04202777158090986
2004-05-11,0.04213075929884316
2004-05-12,0.041486096148813684
2004-05-13,0.041216170450614945
2004-05-14,0.04183275402711366
2004-05-17,0.042156909158386525
2004-05-18,0.04220464104393671
2004-05-19,0.043367820302306286
2004-05-25,0.042308406405271455
2004-05-28,0.041962537377735615
2004-06-02,0.04260833628121898
2004-06-03,0.04394890251667823
2004-06-04,0.0439176147912537
2004-06-07,0.045089057731509695
2004-06-08,0.04614555750583164
2004-06-09,0.0462605831523808
2004-06-10,0.04620519760122705
2004-06-15,0.04648983098935873
2004-06-16,0.04657687277420094
2004-06-17,0.04700121044184664
2004-06-18,0.04687667610685317
2004-06-21,0.045155335407641446
2004-06-24,0.04509370617513784
2004-06-25,0.042859301062589596
2004-06-28,0.04276074034635995
2004-06-29,0.042162675611821895
2004-06-30,0.04170631471396728
2004-07-07,0.04142432630649122
2004-07-08,0.04136259398209604
2004-07-09,0.04113876329101129
2004-07-12,0.04031361034821692
2004-07-13,0.04030255258622309
2004-07-14,0.03860619908207288
2004-07-15,0.038789593345572845
2004-07-16,0.03860076995738093
2004-07-19,0.03987724737095877
2004-07-20,0.039833491225398095
2004-07-21,0.03930414456943222
2004-07-22,0.03911696960292006
2004-07-23,0.03980061097553839
2004-07-26,0.03999293157098299
2004-07-27,0.039201271746576
2004-07-28,0.03966015059239805
2004-07-29,0.038854150958901455
2004-07-30,0.0388605940917933
2004-08-03,0.039085338305192716
2004-08-04,0.03959103311495445
2004-08-05,0.039537799192358836
2004-08-06,0.03995366191106838
2004-08-09,0.04099132259520228
2004-08-10,0.04089604780701547
2004-08-11,0.04137916038687206
2004-08-12,0.04181736396404294
2004-08-13,0.04183494619331536
2004-08-16,0.0409392331383187
2004-08-17,0.041246436039863665
2004-08-18,0.04016459460806792
2004-08-19,0.04003659387035847
2004-08-20,0.04010683401051725
2004-08-23,0.04028987985810628
2004-08-24,0.03829785366260923
2004-08-25,0.0368005408409548
2004-08-26,0.03711964456481975
2004-08-27,0.03735168931769461
2004-08-30,0.03741642963442457
2004-08-31,0.03251756559158488
2004-09-01,0.03274918676929842
2004-09-02,0.03281223042792676
2004-09-03,0.03264778710567511
2004-09-08,0.03264640356250442
2004-09-09,0.03267895771405041
2004-09-10,0.03256281496053935
2004-09-13,0.03355851134223103
2004-09-14,0.03354980920056509
2004-09-15,0.033419384792933785
2004-09-16,0.03331654948986255
2004-09-17,0.03301625917365499
2004-09-20,0.0334434256513555
2004-09-21,0.03363183706279682
2004-09-22,0.03367142446872284
2004-09-23,0.03368731876372527
2004-09-24,0.03396144833689189
2004-09-27,0.0342152046786718
2004-09-28,0.03458713175363424
2004-10-05,0.03445540257256081
2004-10-06,0.035051303289815906
2004-10-07,0.033649289576685615
2004-10-08,0.03388371809359122
2004-10-13,0.03420554506553262
2004-10-14,0.0347999794264514
2004-10-15,0.035071307961743146
2004-10-18,0.035122447833306765
2004-10-19,0.03548505023550251
2004-10-20,0.03458834374796259
2004-10-21,0.03466823807976322
2004-10-26,0.035096145702710045
2004-10-27,0.03387911821629803
2004-10-28,0.033784595133952044
2004-10-29,0.03423153088914493
2004-11-02,0.0348210891162022
2004-11-03,0.03635292862300137
2004-11-04,0.03593271102201306
2004-11-05,0.036700972105862206
2004-11-08,0.03699480747626081
2004-11-09,0.03685343374179328
2004-11-10,0.03723045529821217
2004-11-15,0.0370911097282085
2004-11-16,0.03751383092725188
2004-11-17,0.03735611600845564
2004-11-18,0.03735082106957536
2004-11-19,0.03752943505756737
2004-11-22,0.0365592831409136
2004-11-23,0.0364522552507758
2004-11-24,0.03660770962921642
2004-11-30,0.03687332651372619
2004-12-01,0.03653556005886907
2004-12-02,0.03621737344115087
2004-12-03,0.03630792556577636
2004-12-06,0.036591378107174354
2004-12-07,0.03651168714042568
2004-12-08,0.03636250401164592
2004-12-09,0.036097270951950124
2004-12-10,0.03398986406507661
2004-12-13,0.034463288729582375
2004-12-14,0.03551666455366083
2004-12-15,0.03479284275460364
2004-12-16,0.03378625053554937
2004-12-17,0.03362574488946274
2004-12-20,0.034263454775726884
2004-12-21,0.03454147115638992
2004-12-22,0.03444615949403574
2004-12-23,0.033915737368171786
2004-12-29,0.034109989288015896
2004-12-30,0.03387964304940769
2005-01-04,0.03345743564251848
2005-01-05,0.034572505714198634
2005-01-06,0.033935874070699104
2005-01-07,0.03416082408774984
2005-01-10,0.03365855728970857
2005-01-11,0.0342491282895274
2005-01-12,0.03410251995300517
2005-01-13,0.03400295107717972
2005-01-14,0.03369370059081369
2005-01-19,0.033543249475840635
2005-01-20,0.03360804657210402
2005-01-25,0.03400849602913632
2005-01-26,0.03294992243153375
2005-01-27,0.0330401638147819
2005-01-28,0.03323221421430661
2005-01-31,0.03416267354463845
2005-02-01,0.033798206783972454
2005-02-02,0.03370466339527669
2005-02-03,0.03379361128750581
2005-02-04,0.033769021858961704
2005-02-07,0.032261513156701636
2005-02-08,0.032621890368547624
2005-02-15,0.03317559743908953
2005-02-16,0.03284198561345533
2005-02-17,0.032703790017366334
2005-02-18,0.03307400889931592
2005-02-23,0.033047400253138084
2005-02-24,0.03356136543078976
2005-02-25,0.033880260001805
2005-02-28,0.033293537835228496
2005-03-01,0.03339249749580465
2005-03-02,0.03320320222884005
2005-03-03,0.0332631539434174
2005-03-04,0.03280346787733279
2005-03-07,0.033072212220640176
2005-03-08,0.03296095524546286
2005-03-09,0.03276824546406954
2005-03-10,0.03307000267627296
2005-03-11,0.032579325616338736
2005-03-14,0.03235058309727012
2005-03-15,0.032488839341894504
2005-03-16,0.03331280177264441
2005-03-17,0.03303508959246395
2005-03-18,0.033374622486566384
